,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,average_watts,kilojoules,device_watts
194,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,6612.1,1992,2002,58.0,Run,,3489777997,garmin_push_4968231373,3726729011.0,2020-05-21T18:08:12Z,2020-05-21T14:08:12Z,(GMT-05:00) America/New_York,-14400,"[38.881301, -77.106801]","[38.880951, -77.107452]",,,,38.881301,-77.106801,0,2,0,1,0,"{'id': 'a3489777997', 'summary_polyline': 'c_ilFp|ruMK?SC{@Y[]YQ_ADw@JWFYVCZ?pB]Ve@Ba@P{@TmCLg@Aa@QsAKKKUg@[e@Ui@EsAGs@Mi@Q{AGu@AE_A?w@Ga@Bk@Ie@Aa@Gc@H_BDg@DKDKVEd@JnBFf@An@I^IzADbBAh@w@^sA^q@@cEGwB]o@Wi@Ii@Qm@Ek@Iu@CmBO]?mBJ_@A{@DwDCSMCM@WJ{@?_@GAg@HmAFO?a@I{AJQQT_C?]TuANiB?Kj@eD@g@GcASkASe@G_@Ws@KaAE[EeC?o@PmC\\cD@e@FeA@o@N}@@c@J_A?cAGc@Co@Ju@BCPB^Xh@l@Nd@H`Ap@lAj@vAbAhAh@Pb@TfA^pBrAb@FfAZh@Vd@Lb@Fh@?d@J^L\\BDGDeBLo@Aa@DSf@OxAQb@KtAoCJYNSZDBDbAxBCX@D~AGlBMp@AzAGv@KZBbAWr@^^VXn@Nz@^VXFVJRBnAS`@Hd@L\\Rf@h@TPr@_@d@a@XOXKb@FP^Xz@JRHd@Kb@WRG@?HNj@BXOh@AV@f@MT]ZO^LjBD\\XAzBWj@MHBPGh@_@RFVPZ`@@FEr@CDMJ]Hc@Re@r@w@VGJOZCZHn@A^GB\\QtAGz@ONAb@QFe@JKVOh@BHD^|@NJx@tAHh@TbAG`@c@t@]R?JHVBPEd@I@SCM@IFIJuAAWDe@?YHa@XMZEZBVJ\\M^FPADFFR@d@JP_@Ps@KOL_@b@Qf@E`Bc@NA`AFh@ALIJAXXH^Dt@m@`@u@Xc@Dk@@Ka@', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3726729011.0,3.319,9.4,85.7,24.0,True,149.6,172.0,False,True,127.6,92.6,0,0,False,12.0,,,
195,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,11803.5,3405,3422,125.0,Run,0.0,3484210740,garmin_push_4962863103,3720863831.0,2020-05-20T18:13:53Z,2020-05-20T14:13:53Z,(GMT-05:00) America/New_York,-14400,"[38.881231, -77.106435]","[38.881492, -77.106907]",,,,38.881231,-77.106435,1,2,0,1,0,"{'id': 'a3484210740', 'summary_polyline': 'u~hlFfzruM_@Ba@GW@]E_@DKJk@GcAP_@BMXI`@Kl@Cj@GZQJm@JiA^w@Be@HCBGR?LAtA@l@Hp@Mn@Gr@KTa@XUJqAFm@HITBt@LvAZF|@Gv@Hh@C^FDDD^?tBBt@ETYLMLMBa@D{@AaAHGFCPAl@BXFJDTJZnACdBOXB^ZHd@Bp@Cp@I^SNc@JQA[DaCHCBKZAl@@n@Ch@EPBDX?dAIxBCh@?VDFLB`@?bBE^[Hq@@mAHMDa@Bw@Lk@j@QXWTa@t@C\\OLy@\\ST]Vi@Nc@VS|@UNyB~@u@N_E~AmAVi@@u@H{AX{Eb@wBGyA?mATo@Ve@Tq@d@}@|@_@h@mAnBeAvAc@Xg@f@aAb@e@XQT{@b@o@XwCdBkAbAUVILAFEl@Hx@^fBb@vAVhAh@bBVnBZrBFt@HlCInBBxEAv@@|ACl@AfKH~A?`@Pl@^A`@KVM\\[xAkB`@e@p@i@Z_@x@aBRWfA{@~E}CpBaAp@Sd@Uv@c@h@a@^OtBoAr@YbGkAr@UfAg@ZAZYd@WTEf@J`DIp@K^Y\\a@p@g@r@w@dAy@^i@l@s@hCqEtCoEVg@f@{@^w@bAeB\\w@`@q@j@m@XWr@c@rD}AdBe@`Do@tAIzAUlAYx@c@rB}AbB}AfBwAp@s@\\[`@g@XcALo@l@iBX]f@g@ZUfAcAHCTW|@wCJu@@{AEg@?o@@q@?uCNqGLw@Rq@j@oATa@\\eAtBsEf@aBrAwCBo@]m@Uu@[Yi@}@a@{@Sk@[g@YSYo@i@i@GSeBiCIUIa@[}@s@_BIAIFOVERGJw@z@KV}@z@]R_AVGF_AHgD@aAD_BBwBNe@IGWV{ANa@vDe@p@Cb@EtA?tIkC`@SPQCe@Qm@Sg@KKGAKBkE|AuC~@o@H_FNcCP@OIMKk@CWB}ACiBDm@PU`AOrAFzAKrEuAb@Uf@K^MRODg@C_@Y}@OSs@Ts@Nm@VcBd@mAj@kA`@g@Xq@Rc@Rc@LgA]s@C_@Ho@Xa@Fk@PgFfC_@XCFAd@Rj@Jt@?VBRLb@PXDPK\\QZ[TCDALJd@h@nAZd@J`@@XI|@[lB[p@RZ', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3720863831.0,3.467,5.6,86.2,23.0,True,159.5,178.0,False,True,167.0,113.8,1,0,False,38.0,,,
196,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,7091.8,2185,2195,82.0,Run,,3478594523,garmin_push_4957650789,3714954558.0,2020-05-19T18:17:03Z,2020-05-19T14:17:03Z,(GMT-05:00) America/New_York,-14400,"[38.881762, -77.106359]","[38.881452, -77.106886]",,,,38.881762,-77.106359,1,0,0,1,0,"{'id': 'a3478594523', 'summary_polyline': '_bilFvyruMUEy@HUJQRs@NUAM@_@Ea@cAa@uASgAg@cBUi@@cAMQOAIOIEcAa@c@Es@H_@C]QgAYWQa@O[[CSC{@Du@Lm@ImCNaBDaAOgBNq@GIaBBgAI{@RyAr@k@NwBPe@Em@DYD_AXe@He@?_@DqA@oANc@E_AKcAU{@KcB[k@O{@W]GOI_@i@MM_@OiAu@kAi@_@WWWk@[OSc@]q@cAUe@WkBImAQmAFaAGe@[_@Y_@AGF_@Li@Xq@Py@HQb@g@z@mBJa@`@uBNsADg@G}AUcCGqBL]LI~CMZI@G?_@aAkGMMG@oBx@Q@WEQIc@_ASgA@KDKRMb@QtAa@^OHQOu@@i@Iw@a@kC[}A@OOEEK@ERMb@IlBMP@Z?zAQrAIn@?lAG^@NFDAL\\l@f@PT@p@Ej@JDLNNj@CN]Za@LICEHIZAr@Hf@Vh@Tx@EdBg@zEUPo@Hi@Kg@WYCQZEf@DjAAJGFoARUHW\\OtA[p@a@p@Sl@Fv@Bz@Jf@\\ZtAB^D^VFJF`@GTc@v@GZ@DTJLL@V\\Tr@ZJR?hAOv@GtB@`@L\\v@~@Tf@XdAVh@JZF\\LDj@@`A?HDPRNj@JbACT_AxBYtBSdASbB@FNL~ARf@Bj@?d@@t@E~A@b@Aj@Il@Gb@C^?RAp@Qb@Qd@W`A_@h@Il@@l@?d@DVJJBPCHLNf@?tAEnABlA?bBTxA?rAHj@Pn@PRVT`@@dBEh@@ZM@@ZSBD@`@PTH?n@j@VXTl@FVVZT`@X`ARvAl@rCLR|@CHDX^`AIdADXFTAZGHB@F', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3714954558.0,3.246,7.7,84.2,24.0,True,150.3,163.0,False,True,93.4,62.6,0,0,False,10.0,,,
197,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Activity,0.0,3088,3088,0.0,WeightTraining,,3473309036,garmin_push_4952759396,3709475600.0,2020-05-18T18:39:11Z,2020-05-18T14:39:11Z,(GMT-05:00) America/New_York,-14400,,,,,,,,0,0,0,1,0,"{'id': 'a3473309036', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,3709475600.0,0.0,0.0,,28.0,True,85.2,154.0,False,True,,,0,0,False,4.0,,,
198,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,10299.9,2881,2881,80.0,Run,,3468284223,garmin_push_4947910385,3704142192.0,2020-05-17T17:45:17Z,2020-05-17T13:45:17Z,(GMT-05:00) America/New_York,-14400,"[38.881185, -77.10655]","[38.881231, -77.107056]",,,,38.881185,-77.10655,0,2,0,1,0,"{'id': 'a3468284223', 'summary_polyline': 'k~hlF|zruM?AQKMASFY?gANg@IM?KFs@|@E\\Cz@CDy@LWRk@P[Fm@Bm@LyANYFEHGj@DhEDv@Eh@CDMFe@FkBJ_@LAVFjACf@F\\\\LfBAj@Kz@GP@TJ@DErABxAGVQJ_@Jc@Dc@Hk@Di@Ha@?SBWJE\\@n@DTJPXX\\?f@Lx@?ZCVIl@C^?LPFnAAdACZC@]Ho@D[Ai@FkBHULKlCD\\BB\\DzBG~@@h@Cf@FL^A\\Fj@@z@?LCDIDWBg@Nu@BmACyAPEDI\\Sb@QLYJa@f@GN@ZENw@T[`@KHkAh@eExAuB|@y@Xc@FM?URWFkC`@kALgATyANe@Vc@Pa@DwA@kADs@Jk@Li@TmAt@e@^_@b@oBzCaBbBq@f@cAh@]\\c@XeE|Bm@d@c@d@a@^M`@?p@F`@d@vBd@`BfAxEVvAJdAHnAAn@D~BEpH@x@AzAB|@E~CBj@?|BHtDDLDB`@G`@K\\QXWpAcB|@cAZm@jAiB\\Sb@a@NIb@INIZQJOzBqAVUdAi@bE}BzAs@\\]rAu@`@MpF}@|@]d@[TKbBk@REzEIx@[XSn@k@z@_ArB_Bn@o@h@sAf@}@hFyId@g@Ve@^o@Nc@p@sAXYTc@h@i@f@c@nAs@jCeAbBk@pA]dBWn@?h@E^?r@]DGAMScB?QRq@Eg@@ODE^W`Bg@f@Ab@G|Ai@h@KT?BBHJLb@DHD?TKhAaAZ_@rAeEvA}A`@q@l@y@PO`@OTc@\\cAXoAHsA?k@O}C@{AVgHPmAFWPa@d@w@z@_Cl@kAZc@Rc@He@`A{C^}@\\i@JWGc@[c@wAqAIMu@qAiA_BK_@_@o@Wm@a@m@e@k@MAEDsAxBu@xA}AzBm@fAED[Hc@NYh@Y\\yAD{@HoAQOE_@]e@I{Da@aAC{AWwAIG?e@Lq@FY@e@Hm@RUSi@q@Es@Bo@DM[i@Qk@AWFc@G_@?k@eA_Ce@s@@SLc@XQ^@PFb@VR\\d@RTd@Hr@Xt@?HEZ[t@QLHXFn@KFi@BUn@?`@Kd@', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3704142192.0,3.575,6.2,85.4,23.0,True,153.8,172.0,False,True,164.2,105.4,0,0,False,22.0,,,
199,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Activity,0.0,3681,3681,0.0,WeightTraining,,3461971104,garmin_push_4941907616,3697454124.0,2020-05-16T17:27:32Z,2020-05-16T13:27:32Z,(GMT-05:00) America/New_York,-14400,,,,,,,,0,0,0,1,0,"{'id': 'a3461971104', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,3697454124.0,0.0,0.0,,28.0,True,91.3,145.0,False,True,,,0,0,False,6.0,,,
0,2,"{'id': 29273440, 'resource_state': 1}",Lunch Run,6440.8,1832,1865,100.0,Run,,3455620684,garmin_push_4936022778,3690802002.0,2020-05-15T16:11:33Z,2020-05-15T12:11:33Z,(GMT-05:00) America/New_York,-14400,"[38.881861, -77.106356]","[38.881474, -77.107885]",,,,38.881861,-77.106356,0,1,0,1,0,"{'id': 'a3455620684', 'summary_polyline': 'sbilFvyruMH?DDTRFAB@NCJc@TKBIA]PG@C?SI_@e@oAIcAKc@Yw@c@m@g@wAMQMKMGUCI?o@`@QFUEKEIOYm@MOISGc@JOb@Yd@Mn@CLIdA_@NQTgAq@oAu@eBAMHe@Vi@FEP?pAAh@E|@FvDI~@Mh@MbC}@PSEc@O{@i@mDm@cDScBQk@Kk@C]Mq@Y_AYi@Cc@Ds@BUNMfAWBCJS@c@NkB?{ARqCGmACQYy@Ec@HQd@u@tCuBLEZE^Mr@Kl@Qr@[t@Qz@[j@]RGTEv@SdEoAfB_@h@?VCxC_AHJPzAb@~A^hCPtAr@tDFt@F|AJr@HRFHd@lAN|@Vz@b@zCBp@VbBPfBNp@Vn@Hn@LnBBLXf@PvBBlAPtAF|@PrANr@AXc@x@qAjBgAvAiAdBaAnBg@|@QRe@|@[v@SV[TWl@w@v@a@bAk@~@aApAaBfCcApA}AvC_@l@m@l@_A|A[`@aAdAm@f@KVKn@Yd@It@_@vAg@fAOb@EFEC_@Z_@f@k@f@I`@ILi@tAMBKFm@x@_@^a@RQAQGS[Ck@BaAGs@a@yAEo@J{@Ni@RADSHwDDWEo@Ie@WOYE_AFg@EEJEd@YPMl@Sh@WR}@Rg@MM?MFe@H[GCEC}AFq@?BgAmAKw@Cg@@_APcAHuB?aCJa@TO`@@VDf@R^?FHC`@Tb@?XHVJFRDV?l@Ht@CDCSIDAEIO?KDe@b@[@QNMTWNFDED?FHD', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3690802002.0,3.516,6.7,84.7,29.0,True,164.2,186.0,False,True,152.6,91.4,0,0,False,30.0,,,
1,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Activity,0.0,2171,2171,0.0,WeightTraining,,3452019073,garmin_push_4932573451,3687005494.0,2020-05-14T20:18:51Z,2020-05-14T16:18:51Z,(GMT-05:00) America/New_York,-14400,,,,,,,,0,0,0,1,0,"{'id': 'a3452019073', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,3687005494.0,0.0,0.0,,26.0,True,77.9,135.0,False,True,,,0,0,False,2.0,,,
2,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,17204.4,4982,5006,152.0,Run,0.0,3446229858,garmin_push_4927180772,3680938593.0,2020-05-13T17:34:04Z,2020-05-13T13:34:04Z,(GMT-05:00) America/New_York,-14400,"[38.881538, -77.106574]","[38.881339, -77.106981]",,,,38.881538,-77.106574,4,1,0,1,0,"{'id': 'a3446229858', 'summary_polyline': 'q`ilFb{ruMQI_@CYQsBGeAFa@ZQPQf@MbCUXe@VcD`@KBEJ?hCYfADhBe@RwCb@CP@`BJj@t@RnB?jAQV@NPLlAA|ACNOVs@ZeDNs@RK|@Dh@Xj@B?fGYNRHjCG\\YHgC`@kBDMl@GbAAt@F^b@@x@KvBGdAA^FLb@DZ?dAFfAHj@^D\\TtAMhBARHX`@@b@TD~Bm@~BH`CaAhBWJ^N~An@hDhAjIL~@?j@T~APTXNNj@PP^If@Y`HwFjBeB\\m@h@aCFi@v@mAxCeCX]z@oBRg@Fw@CaKPuHPq@`@u@Nk@t@oAPq@~AsDn@mA`@eBr@}AJoAH?PRD?vAkArKgD`BQp@Jz@Zj@H\\CbA[z@]fBeAzCqB`@Qx@Gn@Y^YxBuDdAeArG}BbCaArAa@rAo@dHoCzAe@\\UZe@Jw@C]WqAs@{Bk@qCOuAgAmEm@gDKcAe@}CMwAUkAKoAWkAUqBsAwGUMuAOsEDS?MKHQj@MBE@oBDi@h@wADc@Om@SUWKw@IYOUo@QgBe@aBM_Bc@sBG_Ag@mAKqAOWIe@QkCW}AMqBYiAGq@IcEHSDq@l@WtB]FIa@_Da@{AWk@e@g@WM_ANkERgBTmDj@S@o@Kc@DcB\\{AN{@?yBVw@\\eARcDVoAXYVeAAoCd@q@O[BaCfAmAhAuAt@gB|Bo@bAM`@}AlCoAhBgFbI{@nAs@x@oBhDiA`BaClCaBpAiAt@_CdAkFtCuAn@UX@j@Dt@JJvEBbBGXNHNBPGpBEXGJcAFeCEeCLIREr@AbADp@RD`HIXPPX]nDKjECPIDyCNoGLkCEKVQbD@zCPp@^FhK[nDFb@JfAB^IlAs@dCs@ZEnBq@V?JD`@`ALxAKVYV}Bp@_C~@uAXmDAuAPeF@c@h@YhABh@h@xAL?`Aa@lBGl@A|@LxEIbDuAtDgAnAUTd@d@xBJp@ENqClAs@Fk@VS\\Ir@@NHBtDIxBUxD_BzAYJDFLBf@KpBM`@oEtAuBLsFPELGbB@v@v@DhCO|CBb@EfBy@`Cm@`C{@f@GFFr@hBAZWPeBt@]Z_APiAj@OAg@T}@AkCJ_ATyBHQFUx@MbBx@JjCMrB?NLHd@OpA?bBMVcF{@cBQa@@wCo@SNE~AStAOd@UL[@WRiAFk@Li@CcAVy@Sc@_@g@UKwAR[fCYLM?HH`@LL', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3680938593.0,3.453,6.7,85.4,23.0,True,160.3,184.0,False,True,133.4,81.2,1,0,False,68.0,,,
3,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Activity,0.0,2347,2347,0.0,WeightTraining,,3440643474,garmin_push_4921893787,3675093881.0,2020-05-12T17:16:20Z,2020-05-12T13:16:20Z,(GMT-05:00) America/New_York,-14400,,,,,,,,0,0,0,1,0,"{'id': 'a3440643474', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,3675093881.0,0.0,0.0,,24.0,True,105.7,155.0,False,True,,,0,0,False,5.0,,,
4,2,"{'id': 29273440, 'resource_state': 1}",Lunch Run,6820.4,1857,1881,72.0,Run,,3440313908,garmin_push_4921592636,3674752906.0,2020-05-12T16:39:49Z,2020-05-12T12:39:49Z,(GMT-05:00) America/New_York,-14400,"[38.881287, -77.106292]","[38.881701, -77.106591]",,,,38.881287,-77.106292,1,1,0,1,0,"{'id': 'a3440313908', 'summary_polyline': '__ilFjyruMaBRmACO@QJ]AW@mALICSUI]Ca@Ee@e@sCg@{BAGGCaA\\eAFg@NoAh@_@RoAb@{@JYCMaAIsAEiAAkCIgANs@Bu@H_A?w@IgADyAJsBCo@OW_@@yAEmAVk@TYFQEAEGc@?w@@SFSPUPMJO?YG[CCgBGqAJwARUCgBR[?UCsBFgBVc@EGKCSBKV{@b@kAF_@?e@Ie@ISMGc@AqDJo@Iq@CeD}@c@Ee@^c@V[LQ?YGUKS_@i@wAi@eAi@y@Ci@@_@DUN]\\_@d@]@EIWYYw@mAAQHQPQ`A_@HSX[^Kp@C\\If@G\\Ah@FPQVi@b@g@lCmBb@e@JChAg@`@MjC{Af@e@RWRMDOI]k@yAS_@ECm@MII]k@qAWUGOKg@Ao@Kg@MeAg@[c@Ie@E_BG[EAWAg@H}Bj@EDCL?FJj@X~@Nt@D@^GdCw@N@HXHtACpASLe@De@@M@YP[f@Mp@Er@HHh@HJHf@`AFT?FSZg@T}C`@kAb@a@TUpBQfABXLJ^DxA?\\C~@@n@Cr@FnAZ^^l@Zx@\\lAr@FBHARFHFFPNj@Cf@MXCVFf@\\pAzAhEX^XCnA_A|@_@VO|A}Ax@eA\\Y^DPL^f@^Zb@p@\\^b@~@vAtB\\Zz@fA|@|@N\\z@pARl@F`@?ZJ\\BBZH^B^Ih@[JED@XVd@lAh@l@f@b@V^lAfDTd@\\bBr@vBTbA`@bAVbAn@~AVrADr@?XJf@Fp@D~ATN|@Pp@B', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3674752906.0,3.673,6.0,85.3,19.0,True,152.3,168.0,False,True,128.6,99.8,0,0,False,10.0,,,
5,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,10055.0,3127,3132,120.0,Run,,3436001100,garmin_push_4917478527,3670228613.0,2020-05-11T18:37:38Z,2020-05-11T14:37:38Z,(GMT-05:00) America/New_York,-14400,"[38.881586, -77.106776]","[38.881479, -77.106874]",,,,38.881586,-77.106776,0,0,0,1,0,"{'id': 'a3436001100', 'summary_polyline': '{`ilFj|ruMCQMQe@SK?QGYS[?[Eg@Du@NYRM`@Mh@?f@Gz@SPkBDc@Hi@B_@JO`@D~B_@tAFjBCR_@Ns@RcAF[BCDCvCFFlC?pBKHDLVHh@Dp@DVB|@A\\aA`@mBHm@Ey@JILKbBDr@JDXIZCfA?~AI~@BJXDtACd@G\\KBUR[FcAEw@Ds@CIDS\\YpDLBjAIrCAh@@`@RCf@BLJHH^@r@EPMNG@g@KWAaAJy@A[Ba@Xk@H_@CWDy@DuCBC@?XFHFDl@B\\Eh@@bAKJB@NSv@UXEf@s@Vk@j@q@\\cAtA}@d@i@Tk@Pg@?]F[A{Ab@m@Ho@VeC`@g@Lk@Fc@JwCNqAB]CmBNkBb@q@X]Jk@f@eAhAg@t@Wf@STg@r@_@^e@R_@Zw@t@w@\\o@`@m@V_Al@q@Xg@\\{AZy@VUG[AKEGKm@uCa@oAQs@KWMm@Jc@I[U[Oa@IgAC_A@YH_AAmAD{@TqA@]IW?_@h@_BF[?a@Gu@j@yBbBkDTm@T_At@wDFa@Fs@IyBMoA?QIq@Bi@Lg@@iADaBHq@JeB?oCFoCJy@l@sDZmARq@Hc@Ca@Py@JuAl@oDBU?]DY?oACi@ES_@u@OeAQw@Gc@EcBBy@NuA@gBByADc@A]Do@NaABiAXuBBmA?mBFSJEPFb@f@h@z@RvAb@t@d@nA\\l@`@Xb@RrAv@rAz@vChA|Bj@j@FtATd@NdARhALdBEfARPAdCQ`@Bv@KrAAd@KpAg@b@KbB]tASTx@JhA?t@EtBFhDLd@BRC~@BbALXXZ`@LT@~BSd@M`@AJGBGREBERF`@Wf@FjATTTj@dAJFT@NMt@KR[`@[ZSr@M^UJBNRnAhBVj@^Z\\V@RNRRr@Fb@Th@Jf@Vl@Nl@@^Vl@Nh@?j@P`@CNEDIn@Qn@?|@^^Tl@?L}@l@KL[h@g@VQBi@Ee@Pi@U_@B[Pg@F_@Ac@Ga@QGWIMQKCd@URAJB@YoAV}BCoAPo@Cc@By@CqADUDw@DWf@k@Xo@]k@Ui@CWQq@e@m@m@_@QQQYMIc@BMFa@XUb@IZBh@FZNXZ\\^pANv@VbBFJd@N^?n@F^KRAzBLZL', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3670228613.0,3.216,6.6,84.6,19.0,True,147.5,164.0,False,True,164.6,82.6,0,0,False,15.0,,,
6,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,16173.4,4473,4473,160.0,Run,,3431708612,garmin_push_4913288512,3665694663.0,2020-05-10T18:09:32Z,2020-05-10T14:09:32Z,(GMT-05:00) America/New_York,-14400,"[38.88159, -77.106593]","[38.881855, -77.106778]",,,,38.88159,-77.106593,2,2,0,1,0,"{'id': 'a3431708612', 'summary_polyline': '}`ilFf{ruMuAYyBSkA^KrAWxAg@t@UDeA?_BJSLEl@DxCKrA@`Ae@ZiC\\EH?fBEl@hFK^?DDF`@LdC@r@ALGNOJa@HsCFq@HUJIdAB^Xf@TRXDtCSlA@Hh@DnACXQZOFmCZsADe@LGp@I~BFHV@fF]`ALFZJ`DH`AGh@[f@g@Xc@FkHrBuCdAcBz@gC~@yAZyCz@y@\\wCh@uEl@kGFqANcAZo@b@eAdAyAxBkB|Be@^eAf@cBpA{BjAkBnAWXBPp@tA~@jCHd@Kn@S^]\\CR@VFJN@j@OxEkE`@q@HC^l@PDDS{@iAWOa@C[W]a@m@gAWYw@_@U?g@T_BdAaA~@Qb@p@dDf@`Br@zCb@hCRnCDdCClED|EEpC?hH@rBLnCRFd@Gf@Un@g@hCgDbBuCh@k@lCsAtD}BdFeCpEkChGuAvFyBvECb@Kn@[rDcD^_@Pg@~@y@fCqE~EcI`CkEb@m@j@k@fBkA~@[nAm@hA]tDs@nAA|@U`@CzBq@fE{C|AcBbCwBXk@h@uBHk@Xs@hAiAdCgBP[Vy@`@eCBsAKoA@}@GaBJkAToGP_A`@oATWPc@d@{AzBqEr@wBv@cBHk@I_@yCkEe@mAkDwFc@]K_A_CqFWBkClAi@DSEO_@Gi@AiADWNQb@SzAc@TOBMqA_DYi@i@{AsCv@iBt@c@DYUc@yAO{@c@qAYqAe@mCOeB?GPWbCy@l@]@ECg@w@mBYAcH~Bw@CMIIQg@qBCQJ]xCgAJU]wBHUxAe@NQQs@uAsDQW]I_CGsD@i@]?a@L}@@s@JUhBBzBYEc@g@cBOScCI]MOg@AaAEQW_@yD@c@C]MY@iAx@Wb@@pAOnID`AKV]D{AIq@HcAEQJSlDIdFPrABjAk@nCIf@IBMI[e@iAy@[`@El@BdBn@`B@f@Lp@z@bBnAnEPbAl@xADd@CVSd@HVv@T@^U\\i@lAu@x@qAh@}AM}BEQSGi@GqDKqBFgBPcAJkB?]Ow@OYc@Ie@@cAHsA\\_@Ta@x@UtAKdBDjAJv@@v@NpADtBFXbAGfAL`BDBx@Hb@Gr@MnDIJUFy@Fe@IwDMaADGVAnAIr@@`BE|@DbFPHzAKhABvEIj@GvFIzDWzAU^]`@oA@{@FYhAITJ\\@jBC', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3665694663.0,3.616,5.9,84.1,21.0,True,149.8,168.0,False,True,170.0,112.8,2,0,False,24.0,,,
7,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Activity,0.0,3252,3252,0.0,WeightTraining,,3420509923,garmin_push_4902468222,3653891848.0,2020-05-08T18:26:01Z,2020-05-08T14:26:01Z,(GMT-05:00) America/New_York,-14400,,,,,,,,0,0,0,1,0,"{'id': 'a3420509923', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,3653891848.0,0.0,0.0,,27.0,True,81.9,115.0,False,True,,,0,0,False,4.0,,,
8,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,6934.3,1893,1897,50.0,Run,,3415079391,garmin_push_4897328973,3648081634.0,2020-05-07T18:42:50Z,2020-05-07T14:42:50Z,(GMT-05:00) America/New_York,-14400,"[38.87886, -77.106378]","[38.88204, -77.106666]",,,,38.87886,-77.106378,1,0,0,1,0,"{'id': 'a3415079391', 'summary_polyline': '{ohlFzyruMwAMz@HBC`@{CBGTQlAA~@GpCIt@Dh@?RCVOTCh@G\\@j@Gb@UV[z@e@~AqAP[JGZa@G]Yq@Oy@[y@Mo@B_@AIk@cBYo@Ya@c@eAWgABQUMUi@c@a@O]Kg@q@uAEOGo@Le@`Ae@f@M@EK}@Co@[wAUaBGcAM{ADOZYn@Uf@EV?PDf@X\\Jn@?n@O\\_@\\QhBm@p@[b@G`@Av@DBG?O]gBGs@SaBi@sC[kAJPRr@R\\L?lAYf@?RLHPJj@Fz@Jn@HXBT`@bC?NEJWNkBf@q@Cm@Tm@LMAUk@KC_@Ha@Pq@Na@Ps@~@IF]Lm@AoAi@Q?]JCH?v@HbAL`AFp@NZ`Aj@P@`@G~Ae@P@|Ar@XTb@d@Nr@Dl@B`CHl@\\p@j@|@X\\`@d@l@^FNDb@P\\GR_@d@QP_@L_@b@q@`@gAf@kAd@gAj@o@R_Ad@o@VUDSHi@\\a@NQJI\\?XBhBC\\OPkC|@EPFbCPhBBzANdBBlBJtAQVwASWI_AEC@AHAf@Jn@BhCR`A?TYlAQb@Yd@Sf@O~@c@zACTLn@GNAn@Pv@JNP`@b@`@PBl@NHDZb@N\\?b@EZi@~@GVANELEBc@Ls@LwA`@YJ]\\]L_@TeAZi@RUFGAY[y@gAKIU@[Z[r@Dn@YRw@H@SAY{AcAo@Ga@?SLYMCaAEc@Y[ECo@ACCSCs@Fk@?a@De@Ee@MY_@Wy@_@aC@aABk@SoBEgCKgBC{@FWXk@^MtCYf@Bf@WBG?k@^mBHaACWB_ASqA@s@Jm@FQZWb@K', 'resource_state': 2}",False,False,False,False,everyone,False,,0.0,3648081634.0,3.6630000000000003,6.8,84.1,23.0,True,150.4,169.0,False,True,140.8,115.6,1,0,False,12.0,,,
